architecture,selected_prefix_count,mean_coverage,mean_hamming_risk,mean_exact_match_error,mean_brier_score,mean_log_loss
ecg_transformer,39,0.018072289156626505,0.011965811965811967,0.034188034188034185,0.011872282512665741,0.066133988776262032
ecg_transformer,40,0.018535681186283594,0.011666666666666667,0.033333333333333333,0.011584733068916227,0.064936883675823787
ecg_transformer,41,0.018999073215940687,0.011382113821138212,0.032520325203252036,0.011311720969530986,0.063801027270648666
ecg_transformer,42,0.019462465245597776,0.011111111111111113,0.031746031746031744,0.01105152249091784,0.062719473271971207
ecg_transformer,43,0.019925857275254866,0.010852713178294573,0.031007751937984496,0.010803668050662947,0.061690252169125541
ecg_transformer,44,0.020389249304911955,0.010606060606060607,0.030303030303030304,0.010568060859068787,0.060713522882787134
ecg_transformer,45,0.020852641334569044,0.010370370370370372,0.029629629629629631,0.010342965210892074,0.059781544788080454
ecg_transformer,46,0.021316033364226137,0.010144927536231885,0.028985507246376812,0.010126873065258687,0.058885915124028236
ecg_transformer,47,0.021779425393883226,0.0099290780141843976,0.028368794326241134,0.0099201078883202204,0.058029101603516015
ecg_transformer,48,0.022242817423540315,0.0097222222222222241,0.027777777777777776,0.0097223162395200912,0.057211035112348492
ecg_transformer,49,0.022706209453197405,0.0095238095238095247,0.027210884353741496,0.0095324647906783189,0.056426014949590549
ecg_transformer,50,0.023169601482854494,0.0093333333333333341,0.026666666666666668,0.0093507031888399456,0.055674631171786393
ecg_transformer,51,0.023632993512511583,0.0091503267973856214,0.026143790849673203,0.0091755304794199893,0.054951554059610656
ecg_transformer,52,0.024096385542168679,0.0089743589743589754,0.025641025641025644,0.0090069546787722495,0.054255875427327266
ecg_transformer,53,0.024559777571825769,0.0088050314465408803,0.025157232704402514,0.0088453598805587914,0.053589304675844045
ecg_transformer,54,0.025023169601482858,0.0086419753086419762,0.024691358024691357,0.0086899996561031565,0.052949277394078918
ecg_transformer,55,0.025486561631139947,0.0084848484848484857,0.024242424242424242,0.0085393067910133017,0.05232820757486293
ecg_transformer,56,0.025949953660797036,0.008333333333333335,0.023809523809523808,0.0083943963463671122,0.051732468434575081
ecg_transformer,57,0.026413345690454126,0.0093567251461988323,0.029239766081871343,0.009358586550096382,0.055308824350613163
ecg_transformer,58,0.026876737720111215,0.0091954022988505763,0.028735632183908049,0.0092049318799025011,0.054684641531080221
ecg_transformer,59,0.027340129749768304,0.011299435028248588,0.033898305084745763,0.011214517370582431,0.062795501469041365
ecg_transformer,60,0.027803521779425393,0.011111111111111113,0.033333333333333333,0.011035038525642719,0.062068264615112251
ecg_transformer,61,0.028266913809082483,0.01092896174863388,0.032786885245901641,0.010861200996395501,0.061364489947546917
ecg_transformer,62,0.028730305838739572,0.010752688172043013,0.032258064516129031,0.010693549322313506,0.060686906105445776
ecg_transformer,63,0.029193697868396665,0.010582010582010581,0.031746031746031744,0.01053144043328468,0.060032001086644173
ecg_transformer,64,0.029657089898053754,0.010416666666666666,0.03125,0.010374692187213574,0.059399397475617267
ecg_transformer,65,0.030120481927710843,0.010256410256410256,0.030769230769230771,0.010221767380684149,0.058781078052573064
ecg_transformer,66,0.030583873957367932,0.010101010101010102,0.030303030303030304,0.010073621026177428,0.058183242913710603
ecg_transformer,67,0.031047265987025022,0.009950248756218907,0.029850746268656716,0.009929770442933172,0.057603285955777357
ecg_transformer,68,0.031510658016682111,0.0098039215686274526,0.029411764705882349,0.0097908066563724052,0.05704434144886409
ecg_transformer,69,0.0319740500463392,0.0096618357487922718,0.028985507246376812,0.0096559142668442462,0.056501274720820636
ecg_transformer,70,0.032437442075996289,0.011428571428571429,0.033333333333333333,0.011351057170781735,0.063342639081951604
ecg_transformer,71,0.032900834105653386,0.011267605633802818,0.032863849765258218,0.01119797209276302,0.062727377133844395
ecg_transformer,72,0.033364226135310475,0.011111111111111113,0.032407407407407406,0.011049741593527458,0.062132650153328077
ecg_transformer,73,0.033827618164967564,0.010958904109589043,0.031963470319634701,0.010904746651392613,0.061549815021930417
ecg_transformer,74,0.034291010194624653,0.010810810810810811,0.031531531531531536,0.010763525426337231,0.060982395571135363
ecg_transformer,75,0.034754402224281743,0.01066666666666667,0.031111111111111114,0.010626586511429737,0.060433398413642869
ecg_transformer,76,0.035217794253938832,0.010526315789473687,0.030701754385964911,0.010493287798109001,0.05989955800246291
ecg_transformer,77,0.035681186283595921,0.010389610389610391,0.030303030303030304,0.010363240251780382,0.059378159163965417
ecg_transformer,78,0.03614457831325301,0.010256410256410258,0.029914529914529909,0.010236357541150135,0.058869719507988742
ecg_transformer,79,0.0366079703429101,0.010126582278481015,0.029535864978902954,0.01011299355646156,0.058376070072019524
ecg_transformer,80,0.037071362372567189,0.010000000000000002,0.029166666666666664,0.0099930353896225434,0.057896367695805688
ecg_transformer,81,0.037534754402224285,0.0098765432098765447,0.028806584362139915,0.0098751404494108897,0.057424238152790345
ecg_transformer,82,0.037998146431881374,0.0097560975609756115,0.028455284552845527,0.0097610896465278284,0.056968973422142764
